P001,195,204,44
P002,99,6,47
P003,136,198,44
P004,122,255,35
P005,82,101,36
P006,59,229,47
P007,157,187,39
P008,70,319,34
P009,169,413,20
P010,116,278,33
P011,177,5,28
P012,133,215,44
P013,179,367,49
P014,160,360,46
P015,172,120,33
P016,115,333,45
P017,116,285,31
P018,92,455,22
P019,71,227,26
P020,94,463,40
P021,153,281,37
P022,170,475,48
P023,111,279,24
P024,145,183,22
P025,138,182,30
P026,180,392,48
P027,82,185,20
P028,57,378,24
P029,200,120,26
P030,80,456,39
P031,194,292,33
P032,89,50,50
P033,169,107,39
P034,90,32,49
P035,52,447,25
P036,127,59,46
P037,168,268,42
P038,154,130,39
P039,184,337,35
P040,152,433,29
P041,126,52,27
P042,60,424,40
P043,65,217,42
P044,175,38,23
P045,169,125,31
P046,51,390,28
P047,149,436,48
P048,129,483,40
P049,119,339,43
P050,129,353,40
P051,110,487,22
P052,166,240,26
P053,183,324,21
P054,200,140,22
P055,141,220,31
P056,96,357,47
P057,135,253,28
P058,129,83,39
P059,78,241,22
P060,156,249,30
P061,125,415,47
P062,85,217,28
P063,80,320,49
P064,103,464,23
P065,63,500,22
P066,79,349,31
P067,139,499,20
P068,164,112,36
P069,197,150,49
P070,147,13,32
P071,170,235,30
P072,160,101,27
P073,63,69,30
P074,130,502,38
P075,51,321,34
P076,182,175,49
P077,184,484,24
P078,68,273,45
P079,92,105,44
P080,132,103,20
P081,141,186,43
P082,111,235,33
P083,149,180,49
P084,129,487,32
P085,131,288,41
P086,166,383,34
P087,186,456,50
P088,180,312,48
P089,114,261,35
P090,164,166,31
P091,134,309,33
P092,135,20,43
P093,71,427,36
P094,128,190,35
P095,99,421,37
P096,173,39,24
P097,193,453,34
P098,171,352,31
P099,162,379,34
P100,186,107,48
P101,127,216,46
P102,132,170,44
P103,162,57,45
P104,176,326,42
P105,102,401,33
P106,80,103,29
P107,78,430,35
P108,190,182,45
P109,177,444,39
P110,190,150,39
P111,64,111,23
P112,116,33,20
P113,195,498,33
P114,175,171,42
P115,149,328,46
P116,67,86,20
P117,144,416,28
P118,123,148,28
P119,93,443,37
P120,127,490,28
P121,160,22,26
P122,155,406,28
P123,133,474,39
P124,181,437,42
P125,87,179,44
P126,146,103,33
P127,175,67,41
P128,86,261,31
P129,123,332,33
P130,129,94,38
P131,177,50,25
P132,125,433,23
P133,79,297,33
P134,85,446,29
P135,56,200,22
P136,139,188,33
P137,93,381,23
P138,79,250,37
P139,102,292,33
P140,174,21,49
P141,193,317,27
P142,146,286,27
P143,200,310,36
P144,167,204,31
P145,174,501,22
P146,174,220,34
P147,69,435,42
P148,172,409,48
P149,58,102,48
P150,99,333,31
P151,171,352,44
P152,125,465,50
P153,148,392,26
P154,62,84,34
P155,133,449,29
P156,146,118,46
P157,67,226,44
P158,194,500,45
P159,169,308,37
P160,131,106,23
P161,168,415,31
P162,163,438,21
P163,164,397,24
P164,154,254,49
P165,162,437,38
P166,113,483,42
P167,187,331,23
P168,173,92,46
P169,64,217,29
P170,176,220,36
P171,137,406,37
P172,159,96,46
P173,96,497,36
P174,194,417,44
P175,99,39,35
P176,59,461,47
P177,108,327,36
P178,135,59,31
P179,154,133,28
P180,60,475,30
P181,186,173,29
P182,93,220,28
P183,102,21,30
P184,81,195,23
P185,112,94,27
P186,128,498,46
P187,184,326,37
P188,117,408,24
P189,166,113,24
P190,90,347,31
P191,60,355,36
P192,105,204,25
P193,108,3,27
P194,94,486,23
P195,139,135,43
P196,187,60,47
P197,167,74,27
P198,81,115,23
P199,53,282,50
P200,151,11,25
P201,54,278,23
P202,102,55,37
P203,97,104,43
P204,145,70,23
P205,97,200,41
P206,68,88,41
P207,195,394,41
P208,166,276,44
P209,107,414,31
P210,86,386,39
P211,145,317,21
P212,148,464,41
P213,173,470,26
P214,97,180,25
P215,186,298,41
P216,101,16,26
P217,80,397,40
P218,82,175,37
P219,108,126,32
P220,65,39,48
P221,180,429,42
P222,78,394,29
P223,122,242,26
P224,80,180,31
P225,79,331,43
P226,119,461,35
P227,167,287,42
P228,192,123,38
P229,148,490,49
P230,136,212,37
P231,89,145,50
P232,103,186,46
P233,137,295,24
P234,198,386,49
P235,55,163,29
P236,75,417,24
P237,167,270,42
P238,66,245,26
P239,97,166,35
P240,197,406,36
P241,139,162,48
P242,61,482,23
P243,58,317,32
P244,97,158,20
P245,84,110,35
P246,82,176,31
P247,68,23,37
P248,78,174,25
P249,101,413,21
P250,196,257,49
P251,57,395,24
P252,169,264,36
P253,119,131,49
P254,135,287,34
P255,68,478,21
P256,95,108,41
P257,73,151,21
P258,54,477,37
P259,188,361,45
P260,183,240,23
P261,146,2,22
P262,175,200,31
P263,124,73,28
P264,95,437,46
P265,160,471,29
P266,93,226,28
P267,115,198,30
P268,177,139,31
P269,169,446,50
P270,147,409,43
P271,141,117,28
P272,115,54,37
P273,195,5,34
P274,187,199,43
P275,79,429,48
P276,181,280,24
P277,148,258,41
P278,113,177,29
P279,134,159,24
P280,170,437,36
P281,115,118,30
P282,185,212,37
P283,68,324,45
P284,143,142,24
P285,189,186,23
P286,76,195,21
P287,194,488,45
P288,114,130,36
P289,79,397,31
P290,86,85,46
P291,157,214,23
P292,71,179,27
P293,144,285,27
P294,186,141,34
P295,104,178,28
P296,125,375,37
P297,102,48,36
P298,122,361,43
P299,87,353,23
P300,199,358,39
P301,99,332,23
P302,129,82,24
P303,131,387,29
P304,174,318,23
P305,102,456,38
P306,98,246,33
P307,189,292,45
P308,106,144,46
P309,186,440,29
P310,145,144,23
P311,124,375,50
P312,51,76,48
P313,113,481,31
P314,150,218,34
P315,165,312,32
P316,199,409,35
P317,54,115,42
P318,147,72,45
P319,164,69,41
P320,127,129,47
P321,76,9,21
P322,152,330,46
P323,136,445,33
P324,118,201,41
P325,191,261,33
P326,108,216,24
P327,79,60,25
P328,96,329,45
P329,115,322,44
P330,51,44,32
P331,173,79,23
P332,182,376,37
P333,176,121,47
P334,178,478,20
P335,199,487,43
P336,186,498,29
P337,99,1,46
P338,131,294,20
P339,99,120,22
P340,64,53,37
P341,106,50,43
P342,104,0,50
P343,161,283,50
P344,55,80,47
P345,136,107,40
P346,164,451,27
P347,127,376,24
P348,146,106,20
P349,67,350,37
P350,74,4,20
P351,171,471,42
P352,116,17,20
P353,159,251,44
P354,103,320,44
P355,109,363,37
P356,150,118,49
P357,156,390,44
P358,66,491,31
P359,51,95,48
P360,103,396,29
P361,199,161,48
P362,84,384,41
P363,170,344,34
P364,119,50,32
P365,164,263,39
P366,82,477,20
P367,155,170,38
P368,153,92,48
P369,65,159,24
P370,133,304,20
P371,138,281,37
P372,103,166,44
P373,191,403,20
P374,175,312,27
P375,101,63,35
P376,103,376,35
P377,62,152,49
P378,172,386,36
P379,154,13,38
P380,109,438,44
P381,197,65,29
P382,172,202,32
P383,51,258,48
P384,52,24,34
P385,180,18,36
P386,54,19,37
P387,173,357,47
P388,74,461,46
P389,55,16,33
P390,59,493,42
P391,95,427,37
P392,74,233,38
P393,165,33,35
P394,103,262,22
P395,200,371,29
P396,173,470,37
P397,195,479,49
P398,80,146,31
P399,54,205,48
P400,161,221,48
P401,183,481,46
P402,164,27,29
P403,154,490,31
P404,79,200,25
P405,126,134,47
P406,102,33,31
P407,73,299,21
P408,163,411,46
P409,135,209,32
P410,192,98,41
P411,72,167,20
P412,88,220,43
P413,187,14,47
P414,135,244,26
P415,196,487,40
P416,99,199,26
P417,175,157,28
P418,166,499,38
P419,181,36,23
P420,125,128,43
P421,110,371,32
P422,155,123,42
P423,59,143,29
P424,99,337,48
P425,96,184,39
P426,99,333,45
P427,78,3,26
P428,151,141,44
P429,138,138,32
P430,165,466,31
P431,167,428,40
P432,56,1,29
P433,109,358,37
P434,89,387,20
P435,81,333,38
P436,100,229,48
P437,169,25,23
P438,110,258,40
P439,165,370,43
P440,66,426,28
P441,147,106,29
P442,165,330,31
P443,136,330,50
P444,151,264,46
P445,131,179,29
P446,199,96,39
P447,186,474,42
P448,134,426,30
P449,100,259,39
